Muscle,rms,mav,wl,ssc,entropy,mean_freq,median_freq,acc_X_mean,acc_X_std,acc_X_max,acc_X_min,acc_X_rms,acc_Y_mean,acc_Y_std,acc_Y_max,acc_Y_min,acc_Y_rms,acc_Z_mean,acc_Z_std,acc_Z_max,acc_Z_min,acc_Z_rms,gyro_X_mean,gyro_X_std,gyro_X_max,gyro_X_min,gyro_X_rms,gyro_Y_mean,gyro_Y_std,gyro_Y_max,gyro_Y_min,gyro_Y_rms,gyro_Z_mean,gyro_Z_std,gyro_Z_max,gyro_Z_min,gyro_Z_rms,emg_variance,window_start,gender,run_num,exo
LBicep,0.23254854805796535,0.1608095726784314,42.605241303842256,120,1.778970448057047,279.1239857507835,308.455,0.4136077440030364,0.15900019719358377,0.9505052548295043,0.21232645403898123,0.44311672119982093,0.7716080047993801,0.12128746263657098,1.0017602213887697,0.4661582773584633,0.7810823014659195,0.4154532014806493,0.08154649327634046,0.6395514148689161,0.2586453722779965,0.42338067172013094,10.517441204121816,9.570859032706405,27.92327750002588,-16.608652978903475,14.220334458306429,14.968224884315022,26.68421923606132,58.606723551124816,-75.1356367979959,30.595674733949117,-13.161463227532774,30.168288499598138,57.78455791111049,-47.40689127579066,32.91427874471325,0.0001,13.5,male,2,True
LBicep,0.21841625186613384,0.16233482771669933,38.464489533367214,106,1.8342289686306894,235.42455280790585,258.09499999999997,0.43666347466711414,0.1356916241910156,0.8311630917492522,0.21232645403898123,0.45726054606094463,0.7228326271611581,0.18690779124534337,1.0017602213887697,0.17474517754524663,0.7466066764481247,0.45806456136846196,0.128402672119371,0.7017865748033653,0.2586453722779965,0.47572091460127774,-19.65934669094653,30.353489910588433,26.086337598921332,-76.7233274261064,36.16385297596239,23.40686041820384,18.780189164058452,57.43290107071539,-25.476122493923487,30.00960878910447,22.45977688191819,28.25319027166051,59.71424146492986,-40.42700511526083,36.09271863010875,0.0001,14.175,male,2,True
LBicep,0.15706640389255652,0.11820571601157039,28.061451564928703,105,1.8425298981248974,240.7863185794962,239.21,0.5672569101913241,0.13209670495593903,0.9642705457299935,0.28065338382971466,0.5824344955615388,0.16384944560424905,0.49180108946760326,0.9018137125656464,-0.6985589301800393,0.5183772298494035,0.5710036004271387,0.09752039760447286,0.744353019531477,0.33797733673442504,0.579271386872932,-57.484467537947694,20.657778529399323,5.8359081875812935,-83.79649238905675,61.08361336636098,24.01935675589182,21.473632580893042,66.7336200516268,-29.935173356095664,32.218727398610845,38.0154596356056,11.010085801360507,66.552083714605,15.331922983734547,39.57773566867714,0.0001,14.85,male,2,True
LBicep,0.1887570607333202,0.12115251738232959,29.90543959674038,114,1.18073592290521,242.25142916324032,283.275,0.5528746233298317,0.14080696007601007,0.9642705457299935,0.2585841051432284,0.5705233992817037,-0.4229107920482167,0.28210184987343256,0.37943553757321835,-0.8386785228307008,0.5083650182033207,0.5588293076247568,0.10436344558323546,0.8243619392344718,0.3099119654224977,0.5684909179875876,-19.91050047653097,54.414598105459454,78.83113246978472,-83.79649238905675,57.942872868063866,21.3695746624828,22.571896956979888,66.7336200516268,-55.25377617216179,31.08294151929551,11.807637540259293,28.94601131936069,66.552083714605,-39.79163993747333,31.26166783111064,0.0001,15.525,male,2,True
LBicep,0.18194774776107062,0.10834208983548585,28.101799361785734,116,1.0773939988908352,251.17450263054081,264.39,0.5672148047086146,0.1558287018925346,0.9202411248073338,0.2585841051432284,0.5882305832019824,-0.29776508678753105,0.34146132820685854,0.31077109854412094,-0.8386785228307008,0.4530561616073419,0.6115783264818423,0.12150142582446843,0.8949533695968083,0.3099119654224977,0.6235307898570123,38.813250493094,23.27451310089375,78.83113246978472,-28.471355605505504,45.25672738856994,16.959597045237714,22.415834505944442,61.001953169532364,-55.25377617216179,28.108674257864337,-18.27267561399375,11.540336008636405,18.299618893609708,-39.79163993747333,21.61180300869115,0.0001,16.2,male,2,True
LBicep,0.09284627533296827,0.061776390889973685,16.849019546495732,113,1.4249759052443083,258.66052818408207,270.685,0.598918762913481,0.21795244340710554,1.0352276008767503,-0.043892670299461464,0.637343668798037,0.248437290649047,0.332403578002669,0.9885527851901672,-0.675673442737745,0.4149858142804589,0.631674147475604,0.0980581565328442,0.8949533695968083,0.4046779164329088,0.6392398850601008,37.827141715347324,12.95068979491348,75.22429083454554,10.594079127104626,39.98265894756183,12.812674384137644,32.00940900280803,85.44846087759917,-78.37592521077129,34.47849894619812,-30.29537169608345,11.813492927236178,-8.722472975614611,-60.73301989563372,32.517197931951536,0.0001,16.875,male,2,True
LBicep,0.166820012352418,0.10052463765905503,27.51991609216791,114,1.0854059576915938,290.0088108585798,314.75,0.47284114732081806,0.21768685559679002,1.0352276008767503,-0.043892670299461464,0.5205442514323689,0.6532565652854092,0.20105934221140437,1.043567547204183,0.21633120870196146,0.6834976219263477,0.4891634007363968,0.10841801085407023,0.7091912227060595,0.27682949786271843,0.5010342280698497,18.83919308030917,10.988278305526165,44.21048786802713,5.178126564375992,21.809572578041642,12.162330904050323,30.140709669244202,85.44846087759917,-78.37592521077129,32.502071816813284,-29.836036326579617,11.907883714357151,-7.486345849801964,-60.73301989563372,32.12455070869677,0.0001,17.55,male,2,True
LBicep,0.24697551969150475,0.17275042845555974,44.544451689304736,109,1.574515914607464,274.61830921084066,308.455,0.3928662740320519,0.12265027270411033,0.7185903417283408,0.13723680113488723,0.41156651791201365,0.8087366138899307,0.08668148475323612,1.043567547204183,0.5806154099414756,0.8133686682219672,0.3859561163886896,0.05963511596671219,0.4904089016635025,0.24041026505221763,0.39053613255907954,0.9811795020282489,18.277805379784066,31.190790306070262,-46.42159361407928,18.30412201435687,24.62588528767563,20.53153221877294,74.06063920999961,-18.115141769378212,32.062096647790675,4.7310779767282884,30.066239773477548,59.33107509853607,-34.09373290336635,30.436193469915494,0.0001,18.225,male,2,True
LBicep,0.221083358084158,0.1524487895336825,38.966377912730245,106,1.562774138665239,205.1944733904357,195.145,0.5123323370747194,0.18101853617758584,1.0597134712372567,0.13723680113488723,0.5433710831948272,0.5116081270665432,0.3973071710070787,1.0259644428260708,-0.49081375343076644,0.6477621969628857,0.4983424360621534,0.14381107794693884,0.7183771158651183,0.24041026505221763,0.5186779441239254,-43.46514615942828,39.826112337045366,31.190790306070262,-98.95196271674597,58.951998732387516,24.701286963914445,22.510602306814004,70.10090505610901,-47.864395098181106,33.4197665145822,37.87427127669718,16.771784873816117,62.50749104083315,-16.221314724351906,41.42165125383603,0.0001,18.9,male,2,True
LBicep,0.16591207024454271,0.1120493947084725,29.937657217423777,108,1.7220490781799238,254.80121464982486,264.39,0.5755429556227837,0.14348348472527442,1.0597134712372567,0.2539502343074133,0.5931586669314692,-0.19108717111361273,0.4716431158106973,0.735098584679623,-0.9017731336408287,0.5088826344608607,0.5576327871987802,0.10303200279442704,0.7183771158651183,0.2890947713344688,0.5670713526170325,-47.85444139121758,47.757554684055805,62.24361967518516,-98.95196271674597,67.60792549890921,22.102193433137067,22.071315659093802,75.07438309513714,-47.864395098181106,31.23539545898477,25.238486035409437,25.326863818098822,62.50749104083315,-32.629423818769524,35.75515638645817,0.0001,19.575,male,2,True
LBicep,0.14727792505230164,0.09913591862535671,27.20727996571058,106,1.5977833510223907,289.1645339926924,302.15999999999997,0.5673718880404627,0.14634334879134347,0.9315177576883467,0.2539502343074133,0.5859413239173904,-0.3703511286705284,0.3145703496163634,0.21029150267230537,-0.9017731336408287,0.4859161073326293,0.5831068660561309,0.12806819697610208,0.824091962601795,0.2890947713344688,0.5970050923723451,21.067509818859985,52.383370210151845,88.78698263722593,-92.08545774993058,56.46111444650722,21.53055838745013,22.703026766741814,75.07438309513714,-36.10690146784284,31.28885374772931,-9.998291471670576,22.885658736044217,44.33677842645429,-54.1626955296485,24.974371025816797,0.0001,20.25,male,2,True
LBicep,0.09611720708291688,0.06479588820408205,19.118981510034658,115,1.5725628064806423,290.3849052446785,308.455,0.5977557134347008,0.14361055066933598,0.9315177576883467,0.23283357549006584,0.6147649007607526,0.09684806267057329,0.3393091470007722,0.6514070415943666,-0.8658391962283343,0.3528600919364996,0.661133383884973,0.07535379518123626,0.824091962601795,0.5039101243125302,0.6654138154076836,41.28442990809166,20.34460110813598,88.78698263722593,7.214274897476427,46.025068680940606,12.570245089177432,21.208051944609657,61.86998547450923,-36.10690146784284,24.653448620573364,-28.05139720875026,13.527315295860777,-1.0766282702080852,-58.343380563917805,31.142722175119996,0.0001,20.925,male,2,True
LBicep,0.09464926128956969,0.06265649369070653,17.132595341862583,114,1.4220009891929288,265.1099315620552,289.57,0.5218112327133381,0.13800659959321582,0.8293390346765722,0.23283357549006584,0.5397525211771554,0.5431448969779445,0.22230860366365457,0.8765797060016782,0.07731390292518302,0.5868794547230852,0.540842687800179,0.12056573496196232,0.8220777824930906,0.3429078279816984,0.5541181366765033,20.08258058228207,8.860658880152462,47.66246494252555,4.567477156954822,21.950428666298922,13.578757532218615,17.60291122204773,54.390709532039786,-33.73306181119579,22.231624763162895,-29.084624878221117,13.004211129896932,-1.0766282702080852,-58.343380563917805,31.859455604541868,0.0001,21.6,male,2,True
LBicep,0.21722232354467547,0.14271405977206109,40.44648323408832,113,1.4724957291335805,287.2718548062889,314.75,0.40214878254365194,0.12200231250253514,0.7407547093696869,0.1150338226450147,0.4202477930427568,0.7907756846677843,0.09843646781970916,1.0528136449132939,0.4978629984315596,0.7968788625999712,0.39428983968177284,0.06658912980193331,0.6155083494511874,0.27425058540113867,0.39987321726274294,11.960324006286662,10.014176652995591,35.31592240835306,-10.736802604672691,15.59913729578527,22.296271178755656,18.605533052110946,73.25532933075539,-32.17216046237987,29.039448490455236,-7.6445036984356864,28.425511192632754,54.24350479590752,-51.068865983924006,29.435490880192347,0.0001,22.275,male,2,True
LBicep,0.22797695844317453,0.15898626053824985,43.01093223998469,115,1.6038539884786533,278.6264048998501,327.34,0.4546091989970658,0.14717077693591388,0.7916696219262148,0.1150338226450147,0.47783758893234246,0.7034206935898263,0.22381403233598485,1.0528136449132939,-0.05798377323605492,0.7381689462723866,0.44422651178049555,0.12031276238209085,0.7469776762976262,0.27425058540113867,0.46023076229286997,-23.72566238573971,36.44861277904108,28.417820791267566,-97.49279946685726,43.49032569616582,23.273247180382135,18.53070624587633,73.25532933075539,-19.844216335517565,29.749472403559107,26.13383084306429,24.471504839167196,58.12446544135895,-25.375987628733597,35.802676766231905,0.0001,22.95,male,2,True
LBicep,0.1399162952878519,0.09945980949270311,24.117846794318353,113,1.7379289788588261,245.53723996994367,258.09499999999997,0.5918580844477384,0.16703316336537952,1.2150726270440075,0.15869171421751013,0.6149764790542739,0.09677960448617305,0.5289841534728975,0.9197663860280637,-0.8044776505939054,0.5377643782084661,0.5352031892924279,0.11565796630502846,0.7469776762976262,0.14567391538076627,0.5475575029150833,-61.236676263545576,27.54593238805101,13.481311203021562,-105.46428734311309,67.14692033841436,22.62677052549475,26.745505209157397,97.84046407350044,-53.298997113215435,35.032738878175984,34.012566922403906,14.12886755697757,58.12446544135895,-1.864548103058005,36.830416873741974,0.0001,23.625,male,2,True
LBicep,0.17918990420682565,0.09449266636184282,25.254809874724366,115,0.9777649686605523,269.3235080011309,302.15999999999997,0.6067495842290623,0.20235236039591928,1.2150726270440075,0.15869171421751013,0.6396026389250908,-0.4168331950894059,0.28320584977436863,0.37543047601558194,-0.9360410441237901,0.5039399427261795,0.5476027129128722,0.13102286898668392,0.7771382195102936,0.14567391538076627,0.5630592538863377,-10.14917496946981,62.01296475403386,83.23191633811872,-105.46428734311309,62.83799447902486,18.358922128131844,31.141119960796413,97.84046407350044,-53.298997113215435,36.14995676511276,6.324648901784592,25.45728163144958,50.71539565225923,-41.5126737026505,26.23117175792544,0.0001,24.3,male,2,True
LBicep,0.15965540256375663,0.07067974333918747,19.553914785135028,112,0.8584290637569525,261.78438496231433,270.685,0.6110927207524413,0.17333534987448926,1.1098786529895517,0.2133229084878568,0.6352003281428094,-0.1859247352462348,0.36313268453016134,0.49843710024479804,-0.9360410441237901,0.4079624415929292,0.6220632104123831,0.11154810887964539,0.7771382195102936,0.28519743393864305,0.6319854573826726,44.58922533426041,13.34705255633909,83.23191633811872,0.7841938369144752,46.54398809568352,14.617442295522865,24.482601252220586,82.74194539938654,-38.624906843016696,28.514336452706978,-20.352765642623307,10.450119693752743,6.828408149115772,-45.67938094620549,22.878812707771935,0.0001,24.975,male,2,True
LBicep,0.11950896911108631,0.06742685476964239,19.76297896068534,113,1.105202867077272,267.3858740266113,283.275,0.5889042000924174,0.14614806382333612,0.9595735957353774,0.18720372576429287,0.6067680062806542,0.3411055384294176,0.29524546132575724,0.8611693476966462,-0.2826484167161104,0.4511350914977487,0.6058919556784396,0.09603713630904262,0.7710138260398485,0.38471332357560944,0.6134559425959503,29.38058796660581,14.561557281808007,58.49968675229047,0.5505130005288121,32.79112531973915,13.85243101567205,23.111969503660944,77.02966651849917,-47.5303586862802,26.9453702773242,-32.3972140767596,11.783528846380184,-9.747888342007856,-58.7984004751267,34.473628065651354,0.0001,25.65,male,2,True
